instance_id	repository	variant	rendered_entities	source_entities	target_count	matched_target_count	source_target_coverage	source_hit	source_complete	prompt_tokens	prompt_sha256
sympy__sympy-24066	sympy__sympy	bm25	12	2	1	0	0.0	0	0	2787	5cbfd84550ef80d2ff9c466909eed67a69159d5066d6343f199ec0c8ff495186
sympy__sympy-24213	sympy__sympy	bm25	20	6	1	1	1.0	1	1	3929	26f717808a83ba08a16c5b2a0f2384470b87aa6219adb619e51944333ee7c4ee
sympy__sympy-24443	sympy__sympy	bm25	20	4	1	0	0.0	0	0	3666	76c23ae0ad85bcfb134415bd65811a9fed849d265896dc3dab4db28f76ce9a00
sympy__sympy-24539	sympy__sympy	bm25	20	8	1	1	1.0	1	1	3792	65fd50d1d3f8f46a0aefb55a86f409715106c6dd970a65d1558c2043a1f7d28a
sympy__sympy-24562	sympy__sympy	bm25	18	6	1	1	1.0	1	1	3379	32f0545311ad75b9277d58068d7ff37657ca585ef527de08c8956e6b756bd9b8
sympy__sympy-24661	sympy__sympy	bm25	20	6	1	1	1.0	1	1	3784	5ab154f6b1e1679b13da5cb022ddca9beda6a951f86282c59c97c46cb2fd1e83
astropy__astropy-12907	astropy__astropy	mural	17	6	1	0	0.0	0	0	3346	f69e8b7ae3e67f3c07e884181b48792b0475502fb03fb4e065a22b04090c2419
astropy__astropy-13033	astropy__astropy	mural	13	6	1	1	1.0	1	1	3557	fae5c9394c63e593e1b14054dba63279c7cc087e6c7f5b7ba7c1ae3430aa1c24
astropy__astropy-13236	astropy__astropy	mural	14	2	1	0	0.0	0	0	3534	2daced3beea219d1bda01527e31f2ad8cd57709c0f174cf3a1061ab4d0c1bf50
astropy__astropy-13398	astropy__astropy	mural	12	4	8	0	0.0	0	0	3967	8f25ea28fea07e320dc9dbdccae33e6d9a4ea5a62bf11921cccd14db070cd37c
astropy__astropy-13453	astropy__astropy	mural	5	2	1	1	1.0	1	1	3628	fb378b0006cab027a5d32b5feb2b9cd1033d1e52165285bec34333300afe22d4
astropy__astropy-13579	astropy__astropy	mural	12	6	1	0	0.0	0	0	3815	b412b7174acb1906135a5556c0127a1f66414d1c88fd281d3c1ba80c2adf5716
astropy__astropy-13977	astropy__astropy	mural	20	2	1	1	1.0	1	1	3999	682a56dd3bfbfab1efd152da8d9bcd9e79d3bee6d91061a5cd8e1201d3763dbb
astropy__astropy-14096	astropy__astropy	mural	20	4	1	1	1.0	1	1	3289	4f2ed21a29acd517f861b25f6111b7b6df7303dae9481c81ada87ebec7ef5d07
astropy__astropy-14182	astropy__astropy	mural	17	4	4	2	0.5	1	0	3781	c44e0ca9ba94332a9187f41808e56628d9aa8b9b00d0f0f91c90d137b1b7d45e
astropy__astropy-14309	astropy__astropy	mural	12	2	1	1	1.0	1	1	3959	c2c514aeeac4163a015be564cd770fe6a23bf8d703d31005bc999c9b640094fe
astropy__astropy-14365	astropy__astropy	mural	15	6	2	1	0.5	1	0	3863	2ba8c15beae638c021c3db6c45532622c1b4796e61da5ff78304d7b1c14dde7a
astropy__astropy-14369	astropy__astropy	mural	14	6	5	0	0.0	0	0	3947	7bc41f76dcca980af16ee2dc1db4c90e1a1c639bbe410092523ef758bb187950
astropy__astropy-14508	astropy__astropy	mural	20	4	1	1	1.0	1	1	3674	5e82f0ff73b8be301d5265bdcfa556787892f22fa82fcab6494733bc0e2077bc
astropy__astropy-14539	astropy__astropy	mural	20	3	1	0	0.0	0	0	3846	0bb693b6a34bc0da2635ab451222125a820a5923746d10a56c19451ace5687a0
astropy__astropy-14598	astropy__astropy	mural	17	5	2	0	0.0	0	0	3956	1fe17277d090e1381f7d1149da546b354c4a9c14ec2675daa78040bb9b81a58e
astropy__astropy-14995	astropy__astropy	mural	15	5	1	0	0.0	0	0	3941	c336ae30d22845bba259b59f9f4aa64dbd1066aecfc01628cbf5481daf36202c
astropy__astropy-7166	astropy__astropy	mural	17	6	2	1	0.5	1	0	3843	612864ea96511c42c113696e540b46623c8d09ff064e02a681c15bdacdaa5959
astropy__astropy-7336	astropy__astropy	mural	19	5	1	0	0.0	0	0	3856	0c009ec5fbe34efac17e1b83686b474ff8e4534fc9ef416d2e8f0a2b7d5e8bfa
astropy__astropy-7606	astropy__astropy	mural	20	4	2	1	0.5	1	0	2939	d5d31bcd856465788f3f7518e5c3fbe6dd10a1f046f7cbaa4b920b8ef560bf30
astropy__astropy-7671	astropy__astropy	mural	20	4	2	2	1.0	1	1	3924	ea48efbea6afcf24f2165a3f37f51f7df48b1cc8c3e232883d94539af8e9fecc
astropy__astropy-8707	astropy__astropy	mural	20	6	3	2	0.6666666666666666	1	0	3788	dda18904679c86d79b72ad71fa1bb875443e91b3c56805bcb7e77acd41b2926c
astropy__astropy-8872	astropy__astropy	mural	15	4	2	2	1.0	1	1	2818	01fb4d7d67853951e8d3b450c712bd0d443930fa6d3f063529e0ecb3db4ef226
django__django-10097	django__django	mural	18	2	1	0	0.0	0	0	3807	42182e8202a0ed44a647fdc59bf9678e60c6844ca28510235f28e65be1d5815d
django__django-10554	django__django	mural	20	4	2	1	0.5	1	0	3777	b8e34f29854cc21ada2e5ce7051835c9e2d0e14fa76e3469767327c8d45e7073
django__django-10880	django__django	mural	18	8	1	1	1.0	1	1	3692	42133d19741be6a14f58c8cb232b733d43e9507b9db3f60de8b41bb2cab16009
django__django-10914	django__django	mural	18	6	1	1	1.0	1	1	3920	498b8ddeec350b49dbbfdeeed49b5c6061a8f7d8ed8882b2aec1486e656ab76e
django__django-10973	django__django	mural	19	8	3	1	0.3333333333333333	1	0	3473	3b361e12fa04338dc05197d16182aa2752973df60fc9a5f8216bd716c6d6f968
django__django-10999	django__django	mural	20	6	1	1	1.0	1	1	3708	aedd19680803800b9aef8ab1066a7e76263239a064123574cf0d36218732621e
django__django-11066	django__django	mural	18	2	1	1	1.0	1	1	3254	a7b35e8b3e06aeb6f1226ef25dc8baa54e640d2beeecb7dd7b80ebdeca75cac3
django__django-11087	django__django	mural	12	2	3	2	0.6666666666666666	1	0	3592	2c218b77dfb197e31fb3950233bcb27da126748f52403f8585e549a0bbeec17d
django__django-11095	django__django	mural	18	4	2	2	1.0	1	1	2296	5188947fdfdfbbb323b0901c5fb650dedb9dab163610f4eee1688c8f276f399f
django__django-11099	django__django	mural	18	7	2	0	0.0	0	0	3262	6711b568ea5c05b9d160323b01f192f8936fb484c4b9f61559b06f4fb9a67ba7
django__django-11119	django__django	mural	20	6	1	1	1.0	1	1	3870	77edcf5a21d7c18107121457170d0d5a54f9702e517705eaa633796e62769c06
django__django-11133	django__django	mural	19	5	1	0	0.0	0	0	3309	ad431c3e91329e6fa8f0b92b4f2e5868708baec96880dfd8f26fc820a258ad65
django__django-11138	django__django	mural	19	8	14	2	0.14285714285714285	1	0	3686	b4f1f15b452555ab571a0682e5ff9c0e1aed320a46bca912f498b7f9a01fb41d
django__django-11141	django__django	mural	19	6	1	1	1.0	1	1	3713	8857baf1196b754cd9e4e4de74e44244a9122b1e27a19170b44b84fc743eddc1
django__django-11149	django__django	mural	18	6	5	2	0.4	1	0	3562	7585c4cf53181c73678661cdddc23613299d07621f7cd2d9d66f5fe972dea828
django__django-11163	django__django	mural	20	8	1	1	1.0	1	1	3382	dcf6c0f8c540bd018a305c24fa46e4aeb7a1e7d04aa184958ac273799337cd65
django__django-11179	django__django	mural	19	6	1	1	1.0	1	1	3767	dedb3070ecc5f4506af7fff2794769e045c538ddb720b9873ba63bfa74b21c64
django__django-11206	django__django	mural	20	7	1	1	1.0	1	1	3963	9b58d966f331b64b81bff17dea4a536cdce33d18a2249ef32295b4fa5be2e26c
django__django-11211	django__django	mural	19	6	1	0	0.0	0	0	3333	6fba3be99ca738e174db9cebb06ccfb3094d318130cf9f7f748db3ef9eaa67de
django__django-11239	django__django	mural	19	8	1	0	0.0	0	0	3515	55007742d47565162433d90c9293f646adc11d45cdd1bbb960c9720b58810f38
django__django-11265	django__django	mural	20	2	2	1	0.5	1	0	3845	e7670f08effad6a30442ecb56b9ae65a99ac9e253fd8e995ac16d79a6ffa4f0e
django__django-11276	django__django	mural	20	6	4	2	0.5	1	0	2962	63bbf566ce1b537f6216a4da6a36a0908c2aa662e1afaf6e6427e5dfd4115760
django__django-11292	django__django	mural	20	6	4	1	0.25	1	0	3659	eabc04e2ec193f10e7925276e9daa7819fa511a6153582b41d829897dd2d1a3e
django__django-11299	django__django	mural	12	6	1	0	0.0	0	0	3095	d696b9db2c818f3cd81ebe58d0168d18bd33ebd08879645e9ad22035c891c4b9
django__django-11333	django__django	mural	20	6	4	3	0.75	1	0	3221	276ccb893e53d9490f54f4a776bc8eb3b9af93c3f73bec06f0016dae886d981d
django__django-11400	django__django	mural	20	4	5	1	0.2	1	0	3608	aa3af161534929f4eca2bbc3725ae11f8ceb9fb5850e6deaafceaa98be4e14d6
django__django-11433	django__django	mural	18	6	1	1	1.0	1	1	3659	a040737e3c92c46a80140940d23a79812815180c1c1654b1bda733a43519f4e8
django__django-11451	django__django	mural	20	6	1	1	1.0	1	1	3883	3a4a0de49cf01e071bb394451bb121fa6a43cc8595491a429d12c43dc1fc9b55
django__django-11477	django__django	mural	17	8	1	0	0.0	0	0	3298	861365b7c56e5491a65b69add09ef51eb1a2b8538f9dcbb96e0fc834ddb427e4
django__django-11490	django__django	mural	19	6	1	0	0.0	0	0	3586	387dfa02bb8c4c2a94ae9f662bd27e89b1c0cf127de151d8a40b00757363e59a
django__django-11532	django__django	mural	19	6	11	1	0.09090909090909091	1	0	3973	4d37df86ea71b893cb6ec9eb259b9b09f51f56220a2afb48f1e5eb4ce801cc1f
django__django-11551	django__django	mural	20	3	1	1	1.0	1	1	3782	72aaaeec35be852bd395d0a62b576851878fe6ea64e0a045816942c619c25e65
django__django-11555	django__django	mural	16	6	1	1	1.0	1	1	3298	65bb0b3ec2ca990a0b049629ce9460f0e861f7ae442896c9d2c7da557e05d40b
django__django-11603	django__django	mural	20	3	1	1	1.0	1	1	2542	ecd14b9b09ef3e3d8b34cab2a7d8e392b75983c7823d7718afd7485d0e739902
django__django-11728	django__django	mural	15	7	2	2	1.0	1	1	3479	4dd1bb8bb2e407d98b735fbaf0256569be47db3697ad8c5fa1776b21115ea1f4
django__django-11734	django__django	mural	18	6	4	0	0.0	0	0	3749	ad358e86f47a5a79d90355793519a13a2104f2d70e7e467d37ac18a0055f53b1
django__django-11740	django__django	mural	17	4	1	1	1.0	1	1	3877	905a9094c29e1204fcf00333fa54cbb22ca053eee07d05758f6a4b8bf37470d3
django__django-11749	django__django	mural	20	8	1	1	1.0	1	1	3667	e310de6a1633d8e84b57eff55d3a3d57427a008a01b04cfc8a721cda81fdc0a9
django__django-11790	django__django	mural	16	6	1	1	1.0	1	1	3534	b31a51d8aa87e7dcb6df678d4a8e15e66dee4adddcaad094edeeb1c8d97c1601
django__django-11815	django__django	mural	19	4	1	1	1.0	1	1	3619	b4a2f2f11fbd9915121573a63f0b0a2f0688ab5a13cf634eb8d3a7eb1f230d4a
django__django-11820	django__django	mural	17	8	1	1	1.0	1	1	3987	204e4a1c65e3a8e8ab73cd9559f61d0bcd65bcb5f3dcc6996b7bce23563c84e4
django__django-11848	django__django	mural	20	4	1	1	1.0	1	1	2740	54a2ddacd7f32d9333470ac0a4f5a99281c040e2e5f84a1b9cc31bc01de6c07d
django__django-11880	django__django	mural	20	5	1	0	0.0	0	0	3936	15b3104b7a3e29b1eb4080558904eff4c7939ba5386fa06e11e42af8e7cf2832
django__django-11885	django__django	mural	19	6	9	2	0.2222222222222222	1	0	3997	68155ead045ce31a9b480c1ce7e58d4d4a058e68273add79a16d9f709c8967ca
django__django-11951	django__django	mural	20	7	1	0	0.0	0	0	3896	e897deb66abdc148bdb6b774d113e77d5b19a0d77fcb80069f7572bc5525b86f
django__django-11964	django__django	mural	20	2	1	0	0.0	0	0	3492	151649b8f6990b1f1641fb3b960a899b364c7790064fbd621a70c5771a19ef2c
django__django-11999	django__django	mural	19	6	1	1	1.0	1	1	2829	9bb5a879ce670af62ff682342fb21bd3f674f0126ad1a18acdc4f9d3d52b0d9c
django__django-12039	django__django	mural	20	8	2	1	0.5	1	0	3479	12cf43b656e5b12b4eb0dc8f82a50625cd942b33ebf7cc92f0bd420b513e338e
django__django-12050	django__django	mural	19	8	1	1	1.0	1	1	3957	ed448752a1f20e8009700f87743c01545e2d37c7d1af94845c672743819226aa
django__django-12125	django__django	mural	19	6	1	1	1.0	1	1	3650	2572d89e12831b1c8391998a901887cbf6ec362a2fb0dc58fd547a2664ae219b
django__django-12143	django__django	mural	20	8	1	0	0.0	0	0	3960	0446ec79ac53243d97368562f028b3408fdcd0fead87c86308642354190ac2f3
django__django-12155	django__django	mural	20	6	5	4	0.8	1	0	3189	ff114c9e57e1f15180da88f3c9bfb7b43c2e56fa758d441f0beb10381f68eee5
django__django-12193	django__django	mural	20	5	1	1	1.0	1	1	3878	224c2671bbc0b4a813b4eb0557de42bbadf19cf97a6a24ad148c2be8227090ff
django__django-12209	django__django	mural	20	6	1	0	0.0	0	0	3937	2eaad113df7b0e27787c124f82730c95b4450a7144c2c628f419ee04b14afad4
django__django-12262	django__django	mural	19	7	1	0	0.0	0	0	3900	72d57e85edfdf3f98a63a6b6de51de27bff94be47fe749d1290ba565c37a7525
django__django-12273	django__django	mural	17	8	1	0	0.0	0	0	3866	8676091f75ad1ac175d9489017f7eabb778f6b3fab47dcc50b8dd9140233f6b4
django__django-12276	django__django	mural	20	5	2	2	1.0	1	1	3752	efa1e2e89e181f8ca3af43a2c57cebe9f892932a610299879e61650215042d50
django__django-12304	django__django	mural	17	4	1	0	0.0	0	0	2977	a515c2b6dc66364df00c05e31ad69b680bb8000ab3c8fab0dc7669ee314b970b
django__django-12308	django__django	mural	16	8	1	1	1.0	1	1	3600	811312e1554c6f49152d2016ce492cc81bbe465b59f55a16fed0caf0bdca6011
django__django-12325	django__django	mural	19	4	3	1	0.3333333333333333	1	0	3652	8e91ae421d66736627fcd5c9da9aac63b0d86221c76cb1ca50238a2f0032f088
django__django-12406	django__django	mural	20	6	3	2	0.6666666666666666	1	0	3822	8eb024661f984d056836a3fed5f6b14ed9495966c94612a87fbc30f0bd096758
django__django-12419	django__django	mural	16	8	1	0	0.0	0	0	3538	2c19fb1f1def9245982ea24c8b3e8bfe102226040a8b03d17018f7b3ce81f4c8
django__django-12663	django__django	mural	19	5	1	0	0.0	0	0	3831	34646418875c542ec43e68a15400bf8b8121f1e1259f9a38b26362ca358daa69
django__django-12708	django__django	mural	17	8	1	1	1.0	1	1	3126	adbca78e4992700a7234441ed1ab22c4ece96942d62bec16c4cf00db44d4a6f3
django__django-12713	django__django	mural	19	6	1	1	1.0	1	1	3708	47e92f09686857589928bd52bcdd7a48a3a14b0125a49c4ba56915371a52706d
django__django-12741	django__django	mural	15	7	2	2	1.0	1	1	2874	6b35c39a737429080e4bb5d66f94da2ba6221de5675e8d05d9fb3eb16e6edfe8
django__django-12754	django__django	mural	18	8	1	0	0.0	0	0	3905	69ed36fe378773e1510a87506879401f724fa7b9215e6eef198450376e911524
django__django-12774	django__django	mural	20	4	1	0	0.0	0	0	3773	9d82ea7f106da9d07f0fbe4a49ab996b4e96fe391221ff76ff82091c26287a14
django__django-12858	django__django	mural	17	8	1	1	1.0	1	1	3785	3da1d08cf37bfdb4b68f23d7711ecb089a0714c610fee60dc5fe2801b76716a3
django__django-12965	django__django	mural	18	6	1	0	0.0	0	0	3900	623bd74160e3224839beee35646d038fcc9447938b3122426c47cd423a814ac0
django__django-13012	django__django	mural	19	6	1	1	1.0	1	1	3584	d1484a5e19874a539cbc9f7daba1d5b2dd9dd87fdab7b6a24e21e1b054920a98
django__django-13023	django__django	mural	20	6	1	1	1.0	1	1	3554	f325b4be252955bd5a733e43e7dbc3ac1a00a6ef6ad44a811fc3053885883024
django__django-13028	django__django	mural	20	6	1	1	1.0	1	1	3759	eeedf66aec454791615b5b8f45d2259f9627d7af1a325b28034f65334c88b537
django__django-13033	django__django	mural	18	4	1	0	0.0	0	0	3873	c7399d3023e523b2f30b0e480247d5b57e2dc30df29db5660d1d6c5a11c37791
django__django-13089	django__django	mural	20	8	1	1	1.0	1	1	3985	4a55d9fa99a1eb9ac0cb63041dc8aa7b1f9c51fb16cc9cf2400c8f24008836ab
django__django-13109	django__django	mural	19	8	1	1	1.0	1	1	3761	ea4e4efca2851333f9cdae0b574da9c5e4daec880490738979932221efe2139a
django__django-13112	django__django	mural	4	2	1	0	0.0	0	0	3637	2dcdb1f025b82570eb6cad2f7f376aeb5cb38b24ad3dd574bccad69c3192d6ea
django__django-13121	django__django	mural	18	8	11	4	0.36363636363636365	1	0	3565	34219d9e0f3ccbea06d5a35a7b155d3af76732919ba89df4eaeb33a7924b9567
django__django-13128	django__django	mural	17	4	3	2	0.6666666666666666	1	0	2921	6443b4d959937467b4e56928e4230781327e6607d8597ff384de0ff3959bddc4
django__django-13158	django__django	mural	20	6	2	0	0.0	0	0	3060	b3df8089db27c6697264c238580270147dfc69b5a7f79442deb4df3cf0c173d4
django__django-13195	django__django	mural	20	4	3	1	0.3333333333333333	1	0	3375	a01daa53642d6fda1f8e43dd4358f598e8fe536101332191e3fa07097be91419
django__django-13212	django__django	mural	10	4	11	2	0.18181818181818182	1	0	1873	5dc11f1e9a968b52abf37bb02ed78338c6b78620ef352d3a838e4f75323e8741
django__django-13279	django__django	mural	17	7	2	2	1.0	1	1	2687	5477fc7d25ab98ab666e42c8a9ba31e5914ec05c22c0305dcd33d014f929a819
django__django-13297	django__django	mural	20	6	2	1	0.5	1	0	3858	0ef65f8522b13f379ed8efad533002e2e6723042143eef2ff7c70d843e7d7e97
django__django-13315	django__django	mural	18	6	1	1	1.0	1	1	3740	68d69ae46e08ed0ced34e5c48e9505826504c51f018740888f1aec9a96f06ff9
django__django-13343	django__django	mural	20	6	2	1	0.5	1	0	3912	5ea730cfc5c454d3c8f7247b44e5d1e9b31cfa3bdaf3d129048ff3752ed7b2d4
django__django-13344	django__django	mural	16	6	5	0	0.0	0	0	3788	65608c783ae825eb691ce4956e7a5b99604acc30495e21305f0599a0cfe34348
django__django-13346	django__django	mural	15	6	1	1	1.0	1	1	3228	0f8c04b0b57729c5bb2cc9314df614c4acdc16a9446547aab361bace3685d409
django__django-13363	django__django	mural	16	6	2	2	1.0	1	1	3487	99b85f096643a547f2c6bb3c5a497db8a60d7229811cc6c514c59214bd52797e
django__django-13401	django__django	mural	20	8	3	2	0.6666666666666666	1	0	3718	072530e2600049e085e53e1c1db5b0172ef2b5d5c609620dc08178625c8bc207
django__django-13406	django__django	mural	17	7	1	0	0.0	0	0	3940	70da68ba4b704703534b684b0b15c2df4dde59b4defd98d97fa05c58525dea88
django__django-13410	django__django	mural	18	4	1	1	1.0	1	1	3056	6da5de52323ff73c0b90656cc243235afe4cb1908ebe4ba45cff337d69a5c84f
django__django-13417	django__django	mural	18	6	1	1	1.0	1	1	3127	027f2238a20520a1623518b60ecdd237356c5fef8e20d04249a995d22c8c4bd5
django__django-13449	django__django	mural	8	2	1	1	1.0	1	1	3958	a2ce1619d54f3e904fcf54eb0090c72f456fc24a8f8bef35a39f883ae29bbc89
django__django-13512	django__django	mural	18	6	3	2	0.6666666666666666	1	0	3676	020c52172da5e6aeafbcaf77afc1bc82db5c87a92bb16070c299b4517953d82f
django__django-13513	django__django	mural	20	4	2	2	1.0	1	1	3529	0c7a6f5ff1eaaf7d279e3379e49af77c0c0fa2afb8556a4f3975e7bf6253ef05
django__django-13516	django__django	mural	18	6	1	1	1.0	1	1	3738	e9e8ba5e4e1ab0d68603f89cc4d055577b2392e19521cdbbde7fa9f634a92e50
django__django-13551	django__django	mural	16	5	1	1	1.0	1	1	3298	cd57239bf280359e1efb46a89c80ad522c8045a4d634d98da0956c44eda54af9
django__django-13568	django__django	mural	20	2	1	1	1.0	1	1	3748	edb17f9e9f9bf3e4107fbab7b662c9f0d88f2cc7e39abb12f94eb702cd3f8ad4
django__django-13569	django__django	mural	16	6	1	0	0.0	0	0	3775	43c4045455e7892b2b3528e7ebb2d6980e693f6164a36b3e3693663e54702ea3
django__django-13590	django__django	mural	20	6	1	1	1.0	1	1	3700	681ebd293960ea0c764c93d9cd4fe7188cf8b5a1d0e3f6c20e54778f1036646a
django__django-13658	django__django	mural	20	8	1	0	0.0	0	0	3485	5626447c7bf1810828206f4f7fb538d856fa24c5a7bd52cc90463d47f71e88da
django__django-13670	django__django	mural	20	5	1	1	1.0	1	1	3564	de1b7625a2e15eeacdefa873edc6d4ff8de6753058a8822adf5b9d3b3861133a
django__django-13741	django__django	mural	18	4	5	3	0.6	1	0	3163	d4ce94aede54672fc21f747898aece19a87d06496692fc2d7be20fb5d8e64429
django__django-13786	django__django	mural	17	3	1	1	1.0	1	1	3243	ad2b79640cb7137483b68e16f2f6d26a091087bdd908c15c9dc6f8d4267d041a
django__django-13794	django__django	mural	18	8	2	2	1.0	1	1	3399	147b1dfe6ca823a8e30eeeb6ab30680571505c3fba91abdfbdf64a9981227ce8
django__django-13807	django__django	mural	20	7	1	1	1.0	1	1	3528	dc67971b57f16016774162df8cb182dbd77410a1bf638206aef431dcd4b044db
django__django-13809	django__django	mural	20	4	2	0	0.0	0	0	3529	8cf1cc37d6bf1302ac55c30d444e54d6efa6ce4250f048ac75ffa7942e76d761
django__django-13810	django__django	mural	18	8	1	1	1.0	1	1	3865	a7537460c53d6cf669ba884932e64b29797325cc4dd0fef192426b5fd4e9f211
django__django-13820	django__django	mural	20	3	1	1	1.0	1	1	3634	d62b46a96ce20ba86c6ca5c583fe9c23d1a3faa8758ddde5c6c2830dd1f7dfad
django__django-13821	django__django	mural	16	6	1	1	1.0	1	1	2371	d40b4121a2d94577f89626becf40a69044b62234e059d2a6fbcf40f7d661ac4a
django__django-13837	django__django	mural	20	6	1	1	1.0	1	1	3887	ed69db2e77f55794b37eda5dc21165579da5b6f86cee4f078f4e0d6d6aaa1b81
django__django-13925	django__django	mural	18	6	1	0	0.0	0	0	3834	42ef2af97a30c35036cbd0b08b0eb2fac3182e12901d47e7783d1a77e4645b66
django__django-13933	django__django	mural	20	4	1	1	1.0	1	1	3847	57020e22a978de52c2799996c332490d92ae50b1b0ef0ec033b2d8633dc20954
django__django-13964	django__django	mural	16	6	1	0	0.0	0	0	3825	0d21abd8c1b2e73662f9ee56db88187fa46a1e21aadb2ade1aa478046c739070
django__django-14007	django__django	mural	18	4	1	1	1.0	1	1	3747	8acbbd109f056f0ee243b8ff65ff7bd180fd5708b9e27d696531664e9debfa17
django__django-14011	django__django	mural	14	7	2	1	0.5	1	0	3263	e2e25f4c8533696aa583031e7ecd03adb07ac0d79081d35c4e20762ca0721d75
django__django-14017	django__django	mural	19	4	1	1	1.0	1	1	3621	239427cee7c1c23f5615078c83299bad5f0d8e5bf5e89b2c63d25882c55d1883
django__django-14034	django__django	mural	20	6	2	0	0.0	0	0	3976	a4ff31866f98d6ef24e5f127f9f1ba40639433d9183150cc9d8ee3b1920717c0
django__django-14053	django__django	mural	20	4	2	2	1.0	1	1	3896	1110c3e32d3b658f6776069c50112d18343949c6fa327d2b81574c1c357e13c2
django__django-14089	django__django	mural	15	4	1	0	0.0	0	0	2178	f6dde6add8957bd2de7447ab47443b89b3f62c2dc5a4fce7e01fec4fca96d077
django__django-14122	django__django	mural	17	8	1	1	1.0	1	1	3975	cdca77dee9b873f967f40f8405f651075c051fe883d6b6e621d80df93c70f843
django__django-14140	django__django	mural	19	6	1	1	1.0	1	1	3711	71d5b407549c3a5ff9105433072cef8f29e60ebd177487ce23e1cca1768f7254
django__django-14155	django__django	mural	20	6	1	0	0.0	0	0	3836	3e064f9929f2ef7c0921f86ac8f87d7d295baff6e5477a9c2e9bd23d993d735e
django__django-14170	django__django	mural	15	7	3	0	0.0	0	0	3381	b8fb521a22b1a290580f5ae59fe982e0727cf4149b12646d94956c9e984dd13e
django__django-14238	django__django	mural	20	3	1	1	1.0	1	1	3883	ec8d0c189a3b3540d566c6041f54749600cbf979617e1d5faa0341d3f34a8d5e
django__django-14311	django__django	mural	18	6	1	1	1.0	1	1	2972	11f40281a74079a8cf37632b030636bf64c0af87333f9b2b7eb6a2ea1b854b3d
django__django-14315	django__django	mural	20	8	2	1	0.5	1	0	3988	10eef7e7935d1d305d6a04d4f2a793522bf3b045ca13b58eb88f217bf3a7c194
django__django-14349	django__django	mural	19	4	2	2	1.0	1	1	3879	07c457eede5cf2fd4eceea469214758fe7a5d26269d79a962831580c27ea5dbd
django__django-14351	django__django	mural	17	2	1	0	0.0	0	0	3752	c3370b51700d101b7adb97a1a1d90094e550adaf4841882d2be925efcd77edbc
django__django-14373	django__django	mural	20	1	1	1	1.0	1	1	2564	8fbb9d3b46a78bdcd9ef984caca203b057807482cce50da5f447534b36f621e0
django__django-14376	django__django	mural	20	8	2	1	0.5	1	0	3538	ac9e9fc2b824ae18cc594155d733c8471a5b72e6c9bdcf39e4bd27caf54c1a55
django__django-14404	django__django	mural	19	7	1	1	1.0	1	1	3171	127514c49729ee5438595e564aad2043350a10468a4d5067bc416290ce450c36
django__django-14434	django__django	mural	16	7	1	1	1.0	1	1	3307	27c6edd7e76ffee7bcf6c8630cb9184e405efa35e834d55869bcfead646eac60
django__django-14493	django__django	mural	20	5	1	1	1.0	1	1	3540	1d6d19ad6435b88a1a014da3242be9f86de31d854c0eee602508eb8510c281c4
django__django-14500	django__django	mural	16	8	1	1	1.0	1	1	3635	d8dd8f5b34c05689bd18bd1f375a002344b5c0a47db20ce4c4c332a184fe4f64
django__django-14534	django__django	mural	20	6	1	1	1.0	1	1	3708	20e5f11de990c371136157f6075acb88813c91d281352727279f2d19f5a5e1e0
django__django-14539	django__django	mural	17	8	1	1	1.0	1	1	3622	1bde68fe1892cc57842640e93a7f0660d81057015edf5b11b6c478ffc6520afa
django__django-14559	django__django	mural	20	7	1	1	1.0	1	1	3889	4a8e829923462ad95eb10ab7a903c0c91209c2a657f1518fdf868ac1457f3927
django__django-14580	django__django	mural	10	2	1	0	0.0	0	0	3029	e786070a6a69b728ecd6fbc721724f398c8893918ff7949799907f4d170064bc
django__django-14608	django__django	mural	18	8	1	0	0.0	0	0	3556	ec579373170c95df3661e91f9342b64271d585969700b2e5a54869ccb4512eeb
django__django-14631	django__django	mural	18	6	8	3	0.375	1	0	3627	c92901adc0e61b89b703770a3792979d3525140249235c2a5f6ce7934e1ceb6a
django__django-14672	django__django	mural	18	2	1	0	0.0	0	0	3942	e5238213fae8eea0571f15208fe6139db40b80db60ae0413defe8d00e51f8248
django__django-14725	django__django	mural	19	6	3	1	0.3333333333333333	1	0	2919	a10f41e3f0aa3bced0ff787377276b07236405719d29aff5396f039aa977b621
django__django-14752	django__django	mural	19	5	2	2	1.0	1	1	3657	34281e2c694d76a8573b2e5d4b7d15486fccef90118b3226e6283a3a739f4f21
django__django-14765	django__django	mural	18	8	1	1	1.0	1	1	3340	37e9c99935cc6bb6a985617e29996e5cf3b1fdc1a4a63f85df547bb4667690a5
django__django-14771	django__django	mural	20	8	1	1	1.0	1	1	3856	923a4213f41b29e452f53b3f738b92c7c59325b65e36efe424e4d19e07144430
django__django-14787	django__django	mural	20	8	1	0	0.0	0	0	3682	a352d2d476d44185e8784c4b31dfee14823c10dffad0b6cadc1bc5cd0edc75b8
django__django-14792	django__django	mural	18	8	1	1	1.0	1	1	3514	d0daa4e3f3e0388886b1ce5762c9f53ac33d5eef6b854d161c49ad1ebee77057
django__django-14855	django__django	mural	18	6	1	1	1.0	1	1	3921	db2387779ddd46c6209413ef1df1f0f7037523c0691b1f9129e807b406c0b6c0
django__django-14915	django__django	mural	16	6	1	1	1.0	1	1	3532	e56c112f57730a3299b0bfa594c119111079d864dace8e025067b14893194b14
